participant,fluency_score,school,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,SecondLang_score1,SecondLang_type1,SecondLang_score2,SecondLang_type2,SecondLang_score3,SecondLang_type3,SecondLang_score4,SecondLang_type4,SecondLang_score5,SecondLang_type5,SecondLang_score6,SecondLang_type6,SecondLang_score7,SecondLang_type7,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety,num_Seclanguages,avg_score,SameLang_pri,SameLang_Mult
0119,46,NOTTINGHAM,19.417676965193586,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,NA,Left,No,Chinese,Yes,Chinese,Chinese,60,English,50,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,9,No,No,Yes,No,2,55,Same,Same
0039,55,NOTTINGHAM,20.12397340633555,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Left,No,English,Yes,English,English,60,English,40,Malay,10,Mandarin,0,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,Yes,Yes,No,1,60,Same,Same
0091,30,NOTTINGHAM,19.831052014079,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Left,No,Chinese,Yes,Chinese,Chinese,70,English,50,BM,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,Yes,No,2,60,Same,Same
0068,52,NOTTINGHAM,19.85295267892061,Female,Malaysian,Chinese,Freshman/First Year,NA,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,70,Bahasa Malaysia,90,English,30,German,70,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,No,No,No,9,No,No,Yes,No,3,76.66666666666667,Same,Same
0066,44,NOTTINGHAM,19.93234258897145,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Left,No,Chinese,Yes,Chinese,Chinese,80,English,70,Malay,90,Cantonese,10,Japanese and korean,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,No,Yes,Yes,3,80,Same,Same
0070,39,NOTTINGHAM,19.13023073914744,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,70,English,40,Melei,60,Cantonese,10,Korean,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,6,No,Yes,Yes,No,2,65,Same,Same
0138,22,NOTTINGHAM,19.87211576065702,Female,Malaysian,Malay,Freshman/First Year,Biomedical Sciences,NA,Right,No,Malay,Yes,English,Malay,90,Malay,80,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,7,No,No,Yes,Yes,2,85,Different,Same
0130,60,NOTTINGHAM,19.19319515056707,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,Mandarin,60,Cantonese,40,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,Yes,2,70,Different,Different
0117,59,NOTTINGHAM,19.354712553773954,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,English,No,Chinese,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,No,No,NA,NA,Different,Different
0063,35,NOTTINGHAM,19.915917090340244,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,80,Mandarin,80,English,40,Malay,60,Japanese,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes,3,73.33333333333333,Same,Same
0124,52,NOTTINGHAM,19.184982401251467,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,ENGLISH,50,MALAY,50,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,10,No,Yes,Yes,Yes,2,65,Same,Same
0062,45,NOTTINGHAM,19.198670316777473,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,70,Chinese,60,English,50,Malay,0,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,6,No,Yes,Yes,No,3,60,Same,Same
0105,59,NOTTINGHAM,19.434102463824797,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,English,Malay,40,Malay,80,English,60,Cantonese,40,Hokkien,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,4,No,No,Yes,No,2,70,Different,Different
0128,9,NOTTINGHAM,19.855690262025814,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,70,English,50,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,10,No,No,Yes,No,3,70,Same,Same
0135,37,NOTTINGHAM,19.395776300351976,Female,Malaysian,Chinese,Freshman/First Year,NA,No,Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,70,Engine,40,Bahasa Malaysia,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes,2,80,Same,Same
0094,50,NOTTINGHAM,19.417676965193586,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Right,No,Chinese,Yes,English,Chinese,60,Mandarin,50,English,40,Malay,30,Hokkien,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,Yes,2,55,Different,Same
0136,25,NOTTINGHAM,20.141114982578397,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,30,Malay,60,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,4,No,Yes,Yes,No,1,60,Same,Same
0056,30,NOTTINGHAM,19.13023073914744,Male,Malaysian,Malay,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Malay,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,Yes,Yes,5,No,No,Yes,No,NA,NA,Different,Different
0134,30,NOTTINGHAM,18.104755043227666,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,20,Mandarin,30,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,NA,NA,Different,Different
0076,23,NOTTINGHAM,20.069221744231523,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,Mandarin,70,English,60,Malay,70,Hakka,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,No,Yes,No,4,72.5,Same,Same
0075,29,NOTTINGHAM,19.313648807195932,Female,Malaysian,Chinese,Freshman/First Year,NA,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,60,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,Yes,Yes,No,2,65,Same,Same
0092,44,NOTTINGHAM,19.554556120453658,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,90,ENGLISH,70,MALAY,20,TEOCHEW,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,No,No,Yes,2,80,Same,Same
0129,28,NOTTINGHAM,19.434102463824797,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,100,English,40,Malay,20,Japanese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,Yes,1,90,Same,Same
0077,60,NOTTINGHAM,19.58466953461087,Female,Malaysian,Chinese,Freshman/First Year,NA,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,60,English,60,Malay,40,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,No,10,No,Yes,Yes,Yes,2,60,Same,Same
0069,59,NOTTINGHAM,19.732499022291748,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,40,English,20,Malay,0,-99,0,-99,NA,NA,NA,NA,NA,NA,Public,Yes,No,No,Yes,5,No,Yes,Yes,No,NA,NA,Same,Same
0093,59,NOTTINGHAM,19.354712553773954,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Left,No,English,Yes,Chinese,Chinese,80,English,70,Mandarin,50,Malay,50,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,5,No,Yes,Yes,No,4,62.5,Different,Different
0057,40,NOTTINGHAM,20.11028549080954,Male,Malaysian,Indigenous,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,60,English,60,Malay,10,Hokkian,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,6,Yes,Yes,Yes,No,2,60,Same,Same
0133,30,NOTTINGHAM,19.354712553773954,Male,Malaysian,Other,Freshman/First Year,Biomedical Sciences,NA,Left,Yes,Other Asian Languages,Yes,English,English,100,English,100,Malay,10,Korean,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,6,No,Yes,Yes,No,NA,NA,Different,Different
20113577,53,NOTTINGHAM,19.565506452874462,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,English,English,100,English,70,Malay,50,Japanese,0,-99,NA,NA,NA,NA,NA,NA,Private,Yes,No,Yes,Yes,9,No,Yes,Yes,Yes,2,60,Different,Different
0073,34,NOTTINGHAM,22.000714200690396,Female,Malaysian,Indigenous,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,100,English,80,Malay,30,French,0,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,No,7,No,No,Yes,No,1,80,Same,Same
0144,18,NOTTINGHAM,20.129448572545954,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,90,English,70,Mandarin,70,Malay,50,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,6,No,No,Yes,No,4,70,Different,Different
0145,39,NOTTINGHAM,19.825576847868597,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,Chinese,20,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,4,No,Yes,Yes,Yes,1,80,Different,Different
0142,42,NOTTINGHAM,21.425782644923224,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,7,No,No,Yes,No,NA,NA,Same,Same
0107,55,NOTTINGHAM,20.633897461423594,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,English,Yes,English,Chinese,90,English,90,Mandarin,80,Malay,90,Korean,NA,NA,NA,NA,NA,NA,Public,Undisclosed,Yes,Yes,Yes,10,No,No,No,No,4,87.5,Same,Different
0152,18,NOTTINGHAM,20.250622200099553,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,60,English,50,Malay,100,Cantonese,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,5,No,Yes,No,No,2,55,Same,Same
0111,30,NOTTINGHAM,20.351916376306622,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,100,English,80,Chinese,60,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,No,2,70,Different,Different
0112,55,NOTTINGHAM,20.23693379790941,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Chinese,No,Chinese,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,No,No,NA,NA,Same,Same
0143,41,NOTTINGHAM,20.417620706819314,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, mother only",Right,No,Malay,Yes,English,Malay,90,Malay,80,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,7,No,No,Yes,Yes,2,85,Different,Same
0146,32,NOTTINGHAM,20.841961174713788,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,Mandaarin,70,English,40,Malay,20,Japanese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes,2,75,Same,Same
0150,48,NOTTINGHAM,20.880288700846194,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Left,No,Chinese,Yes,Chinese,Chinese,80,English,-99,Malay,30,Japanese,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,Yes,1,80,Same,Same
0147,24,NOTTINGHAM,21.071926331508216,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,80,Malay,90,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Private,No,Yes,Yes,Yes,7,No,Yes,Yes,No,2,85,Different,Different
0082,44,NOTTINGHAM,21.05550024888004,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,NA,Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,50,Malay,90,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,No,Yes,Yes,6,No,Yes,Yes,Yes,3,70,Same,Same
0100,54,NOTTINGHAM,20.4258337481334,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Msia Indian Languages,Yes,English,English,80,Tamil,100,English,70,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,9,No,Yes,Yes,Yes,2,75,Different,Different
0081,54,NOTTINGHAM,21.66944411379598,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,90,English,50,Malay,10,German,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,10,No,No,No,No,2,70,Same,Same
0072,20,NOTTINGHAM,22.99794661190965,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, father only",Right,Yes,Malay,Yes,English,English,90,English,10,German,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,4,No,Yes,Yes,No,1,90,Different,Different
0087,33,NOTTINGHAM,21.628377574098323,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,English,Yes,English,English,80,English,80,Cantonese,80,Bahasa Malaysia,60,Mandarin,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,No,4,75,Same,Same
0108,60,NOTTINGHAM,21.417569336983693,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,100,English,100,Tamil,90,Malay,40,Mandarin,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,6,No,No,Yes,No,1,90,Same,Same
0088,60,NOTTINGHAM,20.444997511199603,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,50,English,30,Bahasa Melayu,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,Yes,Yes,No,1,50,Same,Same
0141,28,NOTTINGHAM,19.256159561986703,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,No,6,No,Yes,Yes,No,NA,NA,Same,Same
0083,51,NOTTINGHAM,20.447735191637634,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,70,English,30,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,9,No,No,Yes,Yes,2,75,Same,Same
0109,36,NOTTINGHAM,21.11025385764062,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,90,Bm,0,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,1,90,Same,Same
0110,60,NOTTINGHAM,19.576456785295267,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,60,Malay,50,Mandarin,40,Cantonese,-99,-99,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,No,9,No,No,Yes,Yes,2,55,Same,Same
0084,38,NOTTINGHAM,23.19864213753833,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,Malay,Malay,80,English,30,Arabic,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,7,No,Yes,Yes,No,1,80,Same,Same
0099,33,NOTTINGHAM,23.883048620236533,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,No,Right,No,Msia Indian Languages,Yes,English,English,100,English,100,Malay,60,Korean,30,Mandarin,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,No,1,60,Different,Different
0163,28,NOTTINGHAM,25.085605980836053,Male,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,90,Malay,100,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,6,No,No,Yes,No,1,90,Different,Different
0169,54,NOTTINGHAM,21.852874657778838,Male,Malaysian,Chinese,Sophomore/Second Year,Education,No,Right,No,English,Yes,Chinese,Chinese,70,Mandarin,90,Malay,0,-99,0,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,Yes,No,No,2,80,Different,Different
0162,45,NOTTINGHAM,21.89394119747649,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, mother only",Right,No,Malay,Yes,English,English,90,English,60,Arabic,30,Urdu,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,No,No,Yes,2,75,Different,Different
0153,45,NOTTINGHAM,20.510701841712297,Female,Malaysian,Indian,Sophomore/Second Year,Education,No,Right,No,Msia Indian Languages,Yes,English,English,90,English,70,Malay,0,-99,0,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,8,No,No,Yes,Yes,2,80,Different,Different
0157,24,NOTTINGHAM,19.360187719984356,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,50,Bahasa Melayu,80,English,40,Arabic,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,4,No,No,Yes,No,2,65,Different,Different
0154,18,NOTTINGHAM,23.22054314498467,Female,Malaysian,Indian,Sophomore/Second Year,Education,No,Right,No,Msia Indian Languages,Yes,English,English,100,Tamil,90,English,80,Bahasa Melayu,10,Telugu,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes,2,85,Different,Different
0161,29,NOTTINGHAM,20.74614235938278,Female,Malaysian,Indian,Sophomore/Second Year,NA,No,Left,No,Msia Indian Languages,Yes,English,English,80,Malay,60,Tamil,100,English,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,8,No,Yes,Yes,No,2,70,Different,Different
0170,20,NOTTINGHAM,21.997976431377218,Female,Malaysian,Indian,Sophomore/Second Year,Education,No,Right,No,English,Yes,English,English,80,-99,70,-99,50,-99,40,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,NA,NA,Same,Same
0158,26,NOTTINGHAM,20.458685913389747,Female,Malaysian,Chindian,Sophomore/Second Year,Education,"Yes, father only",Right,No,English,Yes,English,English,90,English,50,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,7,No,Yes,Yes,No,2,70,Same,Same
0156,20,NOTTINGHAM,20.26157292185167,Female,Malaysian,Malay,Sophomore/Second Year,Education,No,Right,Yes,Malay,Yes,English,English,70,Malay,60,English,0,-99,0,-99,NA,NA,NA,NA,NA,NA,Religious,Yes,No,Yes,Yes,6,No,Yes,Yes,Yes,2,65,Different,Different
0165,18,NOTTINGHAM,20.510701841712297,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, father only",Left,No,English,Yes,Chinese,Chinese,40,Chinese,20,Malay,10,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,3,No,No,Yes,Yes,NA,NA,Different,Different
0159,30,NOTTINGHAM,20.896714783474366,Female,Malaysian,Chinese,Sophomore/Second Year,Education,NA,Left,No,English,Yes,Chinese,Chinese,60,Mandarin,20,Bahasa Malaysia,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,1,60,Different,Different
0155,17,NOTTINGHAM,21.754314962504466,Female,Malaysian,Indian,Sophomore/Second Year,Education,"Yes, both parents",Right,No,English,Yes,English,English,60,Malay,30,Tamil,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,5,No,No,No,Yes,1,60,Same,Same
0166,42,NOTTINGHAM,20.335490293678447,Female,Malaysian,Indigenous,Sophomore/Second Year,Education,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,100,English,30,Mandarin,40,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,No,10,No,Yes,Yes,No,NA,NA,Different,Different
0173,25,NOTTINGHAM,20.557242409158786,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,90,English,30,Korean,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,No,No,1,90,Different,Different
0160,25,NOTTINGHAM,20.8145843703335,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,60,English,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,No,1,60,Different,Different
0174,33,NOTTINGHAM,21.798119271515297,Female,Malaysian,Chinese,Sophomore/Second Year,Education,No,Right,No,Chinese,Yes,Chinese,Chinese,90,English,70,Malay,100,Chinese,60,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,Yes,No,Yes,3,73.33333333333333,Same,Same
0167,36,NOTTINGHAM,23.76259307928165,Male,Malaysian,Other,Sophomore/Second Year,Education,"Yes, both parents",Right,Yes,English,Yes,English,English,100,Malay,50,Cantonese,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,7,Yes,Yes,No,No,1,50,Same,Same
0236,43,NOTTINGHAM,19.014373716632445,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,Chinese,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,7,No,Yes,Yes,No,NA,NA,Different,Different
0183,21,NOTTINGHAM,21.20128556124271,Female,Malaysian,Malay,Freshman/First Year,Psychology,No,Right,No,English,Yes,Chinese,Chinese,80,Malay,60,Chinese,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,9,No,No,Yes,Yes,2,70,Different,Different
0184,26,NOTTINGHAM,21.376502797286037,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,80,Malay,90,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,Yes,No,2,85,Different,Different
0192,60,NOTTINGHAM,26.299794661190965,Male,Malaysian,Chinese,Graduate Student,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,80,Malay,10,Chinese,40,French,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,Yes,1,80,Same,Same
0202,53,NOTTINGHAM,20.080172076652328,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,70,Malay,90,Hokkien,80,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,No,No,4,80,Same,Same
0203,59,NOTTINGHAM,19.49980445834963,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,80,Malay,80,Hokkien,50,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,10,No,Yes,Yes,No,4,72.5,Same,Same
0182,18,NOTTINGHAM,20.49975111996018,Male,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, father only",Right,No,Malay,Yes,English,English,80,English,60,Tamil,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,2,70,Different,Different
0205,42,NOTTINGHAM,19.98709425107548,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,70,English,60,Bahasa Melayu,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,No,3,70,Same,Same
0206,47,NOTTINGHAM,19.729761439186547,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,70,english,50,malay,20,korean,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,No,2,60,Same,Same
0232,20,NOTTINGHAM,19.995307000391083,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,English,English,50,Japanese,30,Cantonese,20,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,6,No,No,No,No,1,50,Same,Same
0240,24,NOTTINGHAM,19.732499022291748,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,100,English,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,7,No,Yes,Yes,No,NA,NA,Different,Different
