participant,fluency_score,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,Primary_schoolType,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety
SW-1128,46,22.858316221765914,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,10,No,No,No,Yes
SW-1737,24,22.00059523809524,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,5,No,No,No,No
SW-1146,22,19.869230769230768,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private (Local) School,No,No,Yes,Yes,5,No,Yes,Yes,No
SW-1118,52,23.482546201232033,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Malay,Malay,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,No,Yes
SW-1739,15,21.178593652769134,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,English,Yes,English,English,Private school (international),Private (International) School,Yes,No,No,Yes,2,No,Yes,Yes,No
SW-1134,60,21.425015556938394,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,Yes,Yes
SW-1117,39,20.57561929595828,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,7,No,No,Yes,No
SW-1135,45,21.605724953329183,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,7,No,No,No,Yes
SW-1734,28,20.98419415059116,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,No
SW-1104,43,22.676904761904762,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,No,No
SW-1139,30,21.726197884256376,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,Yes,No
SW-1158,45,21.394897324206596,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,No,No
SW-1160,30,21.734411947728685,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
SW-1147,37,21.490728064716862,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English & Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,2,No,Yes,Yes,Yes
SW-1144,35,21.13752333540759,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,7,No,No,No,No
SW-1121,22,21.1457373988799,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,7,Yes,No,Yes,Yes
SW-1141,19,21.707031736154324,Female,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,No,No,Yes,6,No,No,Yes,Yes
SW-1120,45,20.929433727442436,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,NA,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,Yes,No
SW-1129,27,22.460595238095237,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,No,Yes,No
SW-1123,23,20.66870925684485,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,No,7,No,No,Yes,No
SW-1108,35,22.31547619047619,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,Yes,Yes,6,No,No,Yes,Yes
SW-1750,14,22.049880952380953,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,English,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,3,No,Yes,Yes,Yes
SW-1731,24,22.26892857142857,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,3,No,No,No,Yes
SW-1741,38,21.728935905413813,Male,Japanese,Other,Junior/Third Year,IT/Network Security/Data,NA,Right,No,Japanese,Yes,Japanese,Japanese,Public school (SK),Public school (SK),Yes,No,Yes,Yes,6,Yes,Yes,Yes,Yes
SW-1119,55,22.326428571428572,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,10,No,Yes,Yes,Yes
SW-1155,23,21.178593652769134,Female,Malaysian,Indian,Junior/Third Year,IT/Network Security/Data,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,No,Yes,Yes,5,No,Yes,Yes,Yes
SW-0607,48,20.195045632333766,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,NA,Right,No,NA,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,Yes,Yes,Yes
19062108,27,22.548214285714288,Female,Malaysian,Indian,Senior/Fourth Year,IT/Network Security/Data,"Yes, father only",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes
SW-0602,40,21.40584940883634,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Left,No,English,No,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,9,No,No,No,No
SW-0651,33,21.60024891101431,Male,Malaysian,Indian,Sophomore/Second Year,IT/Network Security/Data,NA,Right,Yes,English & Tamil,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,No,Yes,No
SW-0681,50,20.65501955671447,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,10,No,No,Yes,No
SW-0606,52,19.891134289439375,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,10,No,No,No,No
SW-0695,53,21.244306160547602,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,NA,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,7,No,No,Yes,Yes
SW-0626,22,19.38672142368241,Female,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, father only",Left,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,3,No,Yes,Yes,Yes
SW-0697,34,19.529089664613277,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,6,No,Yes,Yes,Yes
SW-1164,21,19.23066392881588,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Left,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,7,No,Yes,Yes,Yes
SW-0652,27,20.3374185136897,Male,Malaysian,Malay,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,No,No,7,No,Yes,Yes,No
SW-0609,58,22.014285714285716,Male,Malaysian,Chinese,Senior/Fourth Year,Computer Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Public school (SK),Public school (SK),No,Yes,Yes,Yes,10,No,Yes,Yes,Yes
SW-0650,26,17.860930969880386,Male,Malaysian,Indian,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private (International) School,Yes,No,Yes,Yes,9,No,Yes,Yes,Yes
SW-0682,34,20.373011734028683,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,No,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,6,No,Yes,Yes,No
SW-0688,51,20.32372881355932,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,Yes,No
SW-0649,30,22.35107142857143,Female,Malaysian,Malay,Sophomore/Second Year,IT/Network Security/Data,"Yes, mother only",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,Yes,Yes,No
SW-0646,38,20.69882659713168,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,No,No
SW-0624,23,24.460628627751614,Male,Malaysian,Malay,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private (Local) School,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes
SW-0699,47,21.750840074673302,Male,Malaysian,Chinese,Freshman/First Year,Computer Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Public school (SK),Public school (SK),No,Yes,Yes,No,6,No,No,No,Yes
SW-1742,44,20.37574967405476,Female,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,10,No,No,Yes,No
SW-0698,27,20.68787483702738,Male,Malaysian,Chinese,Freshman/First Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,No,No,Yes
SW-0635,29,20.208735332464144,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,No,7,No,No,Yes,No
SW-0603,53,21.09645301804605,Female,Indonesian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Bahasa Indonesia,Yes,Indonesian/English,Indonesian/English,Private school (international),Private (International) School,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
SW-00103,27,21.90202380952381,Male,Malaysian,Chinese,Freshman/First Year,IT/Network Security/Data,No,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes
SW-1151,29,19.72895277207392,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Malay,Malay,Public school (SK),Public school (SK),No,Yes,No,Yes,5,No,Yes,Yes,Yes
SW-1152,39,22.008809523809525,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,Yes,Yes
SW-1133,44,20.652281616688395,Female,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Malay,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,No,No,No
SW-1163,23,21.049906658369633,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,NA,Yes,Mandarin Chinese/ Cantonese,English & Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes
SW-1153,20,20.728943937418514,Female,Malaysian,Malay,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,5,No,No,Yes,Yes
SW-0692,60,23.564681724845997,Female,Malaysian,Chinese,Junior/Third Year,Computer Science,NA,Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Malay/English/Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,No,Yes,No
SW-0659,44,19.822685788787485,Male,Malaysian,Malay-Chinese,Sophomore/Second Year,IT/Network Security/Data,NA,Right,No,Malay,Yes,Malay & English,Malay & English,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,Yes
SW-1161,27,21.320970752955816,Female,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,4,No,Yes,Yes,Yes
SW-1157,26,19.017111567419576,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes
SW-0605,39,22.965092402464066,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Left,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Private school (international),Private school,Yes,Yes,No,Yes,6,No,Yes,Yes,Yes
SW-0604,50,20.46883963494133,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,Yes,No
SW-0689,53,20.51812255541069,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,10,Yes,No,Yes,Yes
SW-0627,24,20.9869321717486,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Malay/English/Chinese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,3,No,No,No,Yes
21051404,25,20.334680573663626,Male,Malaysian,Indian,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,Yes,English,English,Unspecified,Unspecified,Yes,Yes,Yes,Yes,5,No,No,Yes,Yes
SW-0690,56,20.20052151238592,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,No,8,No,No,No,No
SW-1154,29,19.978748370273795,Female,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,Yes,Yes,Yes,Yes
21036413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23068000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UM-1540,60,20.51264667535854,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,10,No,Yes,Yes,No
SW-2796,24,18.29082000288226,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,No,7,No,Yes,Yes,No
SW-2790,29,22.850102669404517,Female,Malaysian,Chinese,Graduate Student,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,No,Yes
SW-2794,30,18.293558149589277,Male,Malaysian,Chinese,Freshman/First Year,Medical Biotechnology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,6,No,No,No,No
SW-2785,51,18.405822164577028,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,No,7,No,No,Yes,No
SW-2791,33,25.72072451558551,Female,Malaysian,Chinese,Graduate Student,Biomedical Science,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,No,Yes,Yes,10,No,Yes,Yes,No
SW-2787,44,19.915775749674054,Female,Malaysian,Malay,Freshman/First Year,Biomedical Science,"Yes, mother only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,Yes,Yes,Yes
SW-2784,40,23.24435318275154,Female,Malaysian,Chinese,Freshman/First Year,Undecided,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,No,Yes,Yes
SW-2789,50,19.91851368970013,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, mother only",Right,Yes,English & Chinese,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,Yes,No
SW-2797,24,19.534565366187543,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, mother only",Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,5,No,No,Yes,No
SW-2783,27,17.896526877071622,Female,Indonesian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Bahasa Indonesia,Yes,English,English,Private school (international),Private (Local) School,Yes,No,Yes,Yes,8,No,Yes,Yes,No
